quality,alcohol,sulphates,volatile acidity,total sulfur dioxide,citric acid,density,chlorides,fixed acidity,pH,free sulfur dioxide,residual sugar
7,11.3,0.49,0.4,29.0,0.32,0.99416,0.061,7.0,3.28,9.0,3.6
6,10.5,0.71,0.5,17.0,0.3,0.99774,0.065,9.1,3.32,8.0,1.9
5,10.0,0.62,0.86,28.0,0.26,0.99712,0.079,9.5,3.25,13.0,1.9
6,12.9,0.82,0.52,70.0,0.32,0.99418,0.07,7.3,3.34,51.0,2.1
6,10.5,0.71,0.5,17.0,0.3,0.99774,0.065,9.1,3.32,8.0,1.9
6,11.3,0.58,0.58,11.0,0.0,0.99562,0.064,7.4,3.45,7.0,2.0
5,9.4,0.5,0.36,70.0,0.3,0.99693,0.08,7.1,3.44,35.0,1.6
5,9.4,0.49,0.39,27.0,0.12,0.99596,0.097,7.7,3.16,19.0,1.7
6,10.9,0.51,0.295,21.0,0.4,0.99556,0.073,9.7,3.14,14.0,1.5
5,9.4,0.49,0.39,27.0,0.12,0.99596,0.097,7.7,3.16,19.0,1.7
5,9.4,0.48,0.34,68.0,0.28,0.99694,0.082,7.1,3.45,31.0,2.0
5,9.4,0.48,0.34,68.0,0.28,0.99694,0.082,7.1,3.45,31.0,2.0
6,10.1,0.62,0.6,41.0,0.06,0.99697,0.079,7.7,3.39,19.0,2.0
6,9.1,0.48,0.84,10.0,0.34,0.99554,0.05,8.9,3.12,4.0,1.4
6,12.9,0.53,0.69,12.0,0.0,0.99162,0.055,6.4,3.47,7.0,1.65
7,11.5,0.72,0.43,12.0,0.3,0.99495,0.062,7.5,3.44,6.0,2.2
5,10.3,0.54,0.43,45.0,0.29,0.99603,0.081,8.2,3.25,27.0,1.6
7,12.8,0.55,0.36,8.0,0.32,0.9928,0.067,6.8,3.36,4.0,1.8
7,11.7,0.84,0.29,27.0,0.33,0.99516,0.063,9.1,3.26,13.0,2.05
7,11.7,0.84,0.3,25.0,0.34,0.99516,0.064,9.1,3.26,12.0,2.0
7,12.0,0.7,0.35,24.0,0.4,0.99549,0.11,8.9,3.23,12.0,3.6
7,12.3,0.55,0.28,12.0,0.45,0.99354,0.067,8.9,3.25,7.0,1.7
6,10.4,0.55,0.32,19.0,0.31,0.9957,0.088,8.9,3.17,12.0,2.0
5,10.0,0.48,1.005,32.0,0.15,0.99604,0.102,7.7,3.23,11.0,2.1
6,10.0,0.58,0.71,31.0,0.0,0.99635,0.092,7.5,3.38,22.0,1.6
6,11.2,0.58,0.58,7.0,0.16,0.99454,0.12,8.0,3.22,3.0,2.0
7,12.6,0.75,0.38,28.0,0.4,0.99486,0.068,8.9,3.27,12.0,2.2
6,12.7,0.44,0.18,109.0,0.37,0.99007,0.049,8.0,2.89,36.0,0.9
5,10.4,0.61,0.5,23.0,0.14,0.99636,0.078,7.0,3.53,10.0,1.8
6,11.9,0.53,0.36,8.0,0.66,0.99642,0.123,11.3,3.2,3.0,2.4
6,11.9,0.53,0.36,8.0,0.66,0.99642,0.123,11.3,3.2,3.0,2.4
5,10.5,0.54,0.51,9.0,0.09,0.99584,0.062,7.0,3.35,4.0,2.1
6,12.3,0.55,0.32,9.0,0.42,0.99506,0.098,8.2,3.27,3.0,2.3
7,10.5,0.56,0.58,18.0,0.01,0.99568,0.088,7.7,3.32,12.0,1.8
6,10.4,0.6,0.83,43.0,0.0,0.99822,0.095,8.6,3.33,17.0,2.8
6,12.6,0.56,0.31,36.0,0.32,0.99364,0.066,7.9,3.41,14.0,1.9
5,11.6,0.52,0.795,52.0,0.0,0.99378,0.065,6.4,3.49,28.0,2.2
7,10.5,0.56,0.58,18.0,0.01,0.99568,0.088,7.7,3.32,12.0,1.8
5,9.6,0.53,0.82,14.0,0.0,0.99854,0.095,8.1,3.36,5.0,4.1
6,9.7,0.47,0.745,48.0,0.18,0.99739,0.077,8.9,3.2,15.0,2.5
7,10.6,0.65,0.37,17.0,0.34,0.99683,0.085,10.1,3.17,5.0,2.4
7,12.5,0.59,0.31,35.0,0.34,0.99356,0.082,7.6,3.22,26.0,2.5
7,12.6,0.77,0.41,42.0,0.41,0.9953,0.078,8.7,3.24,25.0,6.2
6,11.1,0.83,0.5,39.0,0.21,0.99692,0.088,8.9,3.33,21.0,2.2
6,9.8,0.64,0.49,26.0,0.19,0.99547,0.079,6.9,3.38,13.0,1.7
6,12.2,0.62,0.39,53.0,0.33,0.99294,0.046,6.4,3.36,12.0,3.3
6,11.4,0.58,0.44,38.0,0.0,0.99438,0.07,6.9,3.32,32.0,1.4
6,10.7,0.62,0.78,45.0,0.0,0.99612,0.076,7.6,3.31,33.0,1.7
5,10.4,0.64,0.43,51.0,0.17,0.99634,0.082,7.1,3.49,27.0,1.8
6,10.9,0.78,0.49,14.0,0.36,0.99702,0.081,9.3,3.27,3.0,1.7
6,10.8,0.77,0.5,17.0,0.36,0.99704,0.084,9.3,3.27,6.0,1.8
5,9.2,1.34,0.46,45.0,0.59,0.99702,0.414,8.5,3.03,16.0,1.4
5,12.9,0.55,0.605,25.0,0.05,0.99258,0.073,5.6,3.56,19.0,2.4
7,12.7,0.77,0.33,20.0,0.42,0.99426,0.07,8.3,3.38,9.0,2.3
6,9.1,0.62,0.64,77.0,0.27,0.99747,0.095,8.2,3.13,5.0,2.0
7,12.1,0.59,0.48,10.0,0.53,0.99586,0.101,8.9,3.21,3.0,4.0
5,9.1,0.57,0.42,90.0,0.25,0.99784,0.104,7.6,3.15,28.0,3.9
7,11.6,0.76,0.53,52.0,0.57,0.9971,0.093,9.9,3.19,30.0,2.4
7,12.1,0.59,0.48,10.0,0.53,0.99586,0.101,8.9,3.21,3.0,4.0
6,9.9,0.7,0.23,8.0,0.57,0.9981,0.074,11.6,3.14,3.0,1.8
8,12.5,0.69,0.4,16.0,0.5,0.99462,0.071,9.1,3.21,7.0,1.8
6,11.4,0.64,0.38,15.0,0.44,0.9956,0.098,8.0,3.3,6.0,1.9
6,11.8,0.63,0.29,17.0,0.65,0.99565,0.075,10.2,3.22,6.0,2.4
6,11.8,0.57,0.74,10.0,0.09,0.99418,0.067,8.2,3.28,5.0,2.0
6,10.2,0.6,0.61,20.0,0.18,0.9963,0.083,7.7,3.29,6.0,2.4
7,12.5,0.72,0.52,26.0,0.08,0.99358,0.07,6.6,3.4,13.0,2.4
7,10.9,0.83,0.31,10.0,0.53,0.99572,0.06,11.1,3.02,3.0,2.2
5,10.8,0.62,0.62,52.0,0.35,0.997,0.086,8.0,3.31,28.0,2.8
7,11.1,0.89,0.33,37.0,0.45,0.99498,0.057,9.3,3.18,19.0,1.5
5,9.2,0.58,0.77,92.0,0.2,0.99892,0.098,7.5,3.2,30.0,8.1
6,10.7,0.58,0.62,37.0,0.33,0.9972,0.088,8.0,3.31,16.0,2.7
6,11.4,0.73,0.32,8.0,0.56,0.99534,0.073,9.9,3.15,3.0,2.0
5,11.0,0.58,0.37,8.0,0.65,0.99817,0.08,8.6,3.27,3.0,6.4
7,12.3,0.51,0.3,278.0,0.68,0.99316,0.05,7.9,3.01,37.5,8.3
7,12.3,0.51,0.3,289.0,0.68,0.99316,0.05,7.9,3.01,37.5,8.3
6,9.5,0.59,0.38,70.0,0.3,0.99685,0.073,7.2,3.42,31.0,1.8
6,12.0,0.77,0.42,59.0,0.45,0.99617,0.072,8.7,3.33,32.0,2.4
5,9.6,0.49,0.48,64.0,0.08,0.99529,0.074,6.8,3.12,40.0,1.8
7,11.6,0.66,0.34,9.0,0.4,0.99738,0.055,8.5,3.38,3.0,4.7
6,11.2,0.69,0.19,30.0,0.42,0.994,0.057,7.9,3.29,18.0,1.6
7,9.9,0.76,0.41,41.0,0.54,0.99735,0.095,11.6,3.02,22.0,1.5
7,9.9,0.76,0.41,41.0,0.54,0.99735,0.095,11.6,3.02,22.0,1.5
8,11.8,0.63,0.26,74.0,0.54,0.99451,0.083,10.0,2.98,42.0,1.9
6,11.4,0.6,0.34,19.0,0.42,0.99546,0.086,7.9,3.35,8.0,2.0
6,11.5,0.59,0.54,16.0,0.09,0.99479,0.081,7.0,3.43,10.0,2.0
7,12.0,0.86,0.31,31.0,0.36,0.99615,0.079,9.2,3.33,11.0,2.2
6,10.8,0.49,0.725,17.0,0.09,0.99655,0.117,6.6,3.35,9.0,5.5
6,10.8,0.49,0.725,17.0,0.09,0.99655,0.117,6.6,3.35,9.0,5.5
5,9.4,0.52,0.52,18.0,0.38,0.99666,0.096,8.6,3.2,5.0,1.5
6,12.4,0.78,0.34,36.0,0.42,0.99392,0.072,8.4,3.11,23.0,2.1
6,12.0,0.63,0.49,25.0,0.27,0.99388,0.071,7.4,3.35,14.0,2.1
6,12.0,0.63,0.49,25.0,0.27,0.99388,0.071,7.4,3.35,14.0,2.1
6,12.4,0.66,0.48,25.0,0.34,0.9936,0.073,8.0,3.28,16.0,2.2
5,12.8,0.6,0.57,49.0,0.28,0.99374,0.048,6.3,3.41,13.0,2.1
7,11.7,0.85,0.3,24.0,0.41,0.99523,0.068,9.1,3.27,10.0,2.0
5,9.5,0.49,0.78,13.0,0.1,0.99855,0.09,8.1,3.36,4.0,3.3
6,10.8,0.76,0.47,66.0,0.43,0.9982,0.171,10.8,3.17,27.0,2.1
6,10.0,0.64,0.53,14.0,0.0,0.99593,0.07,8.3,3.25,6.0,1.4
7,12.3,0.64,0.42,55.0,0.27,0.99471,0.092,5.4,3.78,23.0,2.0
6,11.0,0.71,0.33,35.0,0.41,0.99396,0.056,7.9,3.29,6.0,1.5
6,13.6,0.66,0.4,80.0,0.5,0.9902,0.046,5.0,3.49,29.0,4.3
6,11.3,0.6,0.69,21.0,0.07,0.99572,0.091,7.0,3.38,15.0,2.5
6,11.3,0.6,0.69,21.0,0.07,0.99572,0.091,7.0,3.38,15.0,2.5
6,11.3,0.6,0.69,21.0,0.07,0.99572,0.091,7.0,3.38,15.0,2.5
6,13.3,0.53,0.39,24.0,0.12,0.99252,0.065,7.1,3.3,14.0,2.1
5,12.9,0.58,0.66,15.0,0.0,0.99256,0.066,5.6,3.52,7.0,2.5
8,13.1,0.72,0.54,17.0,0.34,0.99235,0.076,7.9,3.2,8.0,2.5
6,12.3,0.48,0.47,33.0,0.0,0.9922,0.055,6.3,3.45,27.0,1.4
7,11.3,0.59,0.24,27.0,0.35,0.99394,0.055,8.8,3.14,13.0,1.7
6,11.5,0.6,0.76,52.0,0.0,0.99379,0.072,6.3,3.51,26.0,2.9
5,10.0,0.68,0.43,89.0,0.33,0.9984,0.095,10.0,3.22,28.0,2.7
6,10.4,0.63,0.6,10.0,0.0,0.9977,0.058,9.1,3.18,5.0,1.9
7,13.6,0.88,0.36,38.0,0.34,0.9933,0.075,7.4,3.38,18.0,1.8
7,11.2,0.68,0.48,18.0,0.07,0.99684,0.089,7.2,3.37,10.0,5.5
7,11.8,0.74,0.28,15.0,0.35,0.99524,0.061,8.5,3.3,6.0,1.7
6,11.9,0.6,0.25,50.0,0.43,0.9946,0.067,8.0,3.38,22.0,1.7
6,11.4,0.76,0.52,13.0,0.45,0.99774,0.08,10.4,3.22,6.0,2.0
5,9.1,0.58,0.41,94.0,0.15,0.99786,0.104,7.5,3.14,29.0,3.7
6,9.5,0.64,0.51,86.0,0.24,0.99764,0.079,8.2,3.34,16.0,2.0
6,9.5,0.65,0.4,79.0,0.3,0.9969,0.08,7.3,3.41,33.0,1.7
6,11.0,0.85,0.38,71.0,0.32,0.99624,0.08,8.2,3.27,24.0,2.5
6,11.4,0.65,0.45,12.0,0.11,0.99354,0.043,6.9,3.3,6.0,2.4
6,10.0,0.82,0.22,20.0,0.3,0.99672,0.065,7.0,3.61,16.0,1.8
5,10.1,0.62,0.32,70.0,0.23,0.99588,0.066,7.3,3.43,35.0,2.3
6,10.4,0.81,0.2,51.0,0.43,0.99672,0.076,8.2,3.53,31.0,2.5
6,9.8,0.87,0.5,21.0,0.12,0.996,0.178,7.8,3.28,6.0,1.8
7,11.8,0.49,0.41,14.0,0.45,0.99702,0.071,10.0,3.21,6.0,6.2
6,11.6,0.66,0.39,21.0,0.42,0.99526,0.086,7.8,3.39,9.0,2.0
6,12.0,0.52,0.35,11.0,0.47,0.99585,0.061,10.0,3.23,6.0,2.0
6,12.5,0.65,0.58,70.0,0.23,0.99352,0.044,6.1,3.46,16.0,2.5
5,9.8,0.53,0.6,38.0,0.25,0.99616,0.118,8.3,3.15,9.0,2.2
6,11.1,0.66,0.42,38.0,0.35,0.99622,0.083,9.6,3.23,17.0,2.1
5,9.8,0.53,0.6,38.0,0.25,0.99616,0.118,8.3,3.15,9.0,2.2
7,11.8,0.76,0.18,88.0,0.51,0.99524,0.071,8.5,3.33,45.0,1.75
7,12.9,0.87,0.51,101.0,0.18,0.9924,0.042,5.1,3.46,16.0,2.1
7,11.8,0.71,0.32,19.0,0.42,0.99434,0.075,8.5,3.14,12.0,2.3
5,10.0,0.67,0.785,21.0,0.24,0.99692,0.078,9.0,3.29,10.0,1.7
7,12.4,0.88,0.33,48.0,0.39,0.99528,0.074,8.2,3.32,29.0,2.5
6,12.0,0.56,0.34,44.0,0.27,0.99384,0.067,6.5,3.21,8.0,2.8
6,11.5,0.62,0.5,14.0,0.29,0.99502,0.086,7.6,3.32,5.0,2.3
6,10.5,0.67,0.36,12.0,0.34,0.99667,0.062,9.2,3.2,5.0,1.6
6,12.3,0.74,0.42,16.0,0.46,0.99649,0.074,9.7,3.27,5.0,2.1
6,9.5,0.62,0.36,65.0,0.31,0.99716,0.079,7.6,3.46,26.0,1.7
6,9.5,0.62,0.36,65.0,0.31,0.99716,0.079,7.6,3.46,26.0,1.7
6,11.5,0.7,0.61,59.0,0.0,0.99541,0.095,6.5,3.61,48.0,2.2
4,11.2,0.5,0.88,47.0,0.03,0.99572,0.079,6.5,3.58,23.0,5.6
5,11.4,0.73,0.915,78.0,0.0,0.99346,0.041,5.6,3.68,17.0,2.1
6,11.0,0.81,0.35,47.0,0.33,0.99599,0.076,8.2,3.27,11.0,2.4
5,11.4,0.46,0.39,11.0,0.43,0.99478,0.068,9.8,3.19,5.0,1.65
5,9.3,0.6,0.66,61.0,0.07,0.99572,0.07,6.8,3.29,16.0,1.6
5,10.9,0.7,0.64,119.0,0.23,0.99538,0.08,6.7,3.36,11.0,2.1
5,10.9,0.7,0.64,119.0,0.23,0.99538,0.08,6.7,3.36,11.0,2.1
4,9.6,0.44,0.955,19.0,0.05,0.99616,0.075,8.8,3.3,5.0,1.8
6,12.5,0.57,0.4,20.0,0.57,0.99652,0.08,9.1,3.28,6.0,4.6
5,10.8,0.51,0.885,12.0,0.0,0.99551,0.166,6.5,3.56,6.0,2.3
7,12.4,0.8,0.25,41.0,0.37,0.99439,0.063,7.2,3.52,11.0,2.5
6,9.5,0.59,0.745,64.0,0.12,0.99588,0.114,7.0,3.22,15.0,1.8
6,9.5,0.6,0.43,56.0,0.22,0.99633,0.078,6.2,3.52,21.0,1.8
6,9.8,0.54,0.57,9.0,0.21,0.99458,0.069,7.7,3.16,4.0,1.5
6,10.9,0.79,0.26,77.0,0.26,0.9951,0.052,7.7,3.15,19.0,2.0
6,9.5,0.58,0.58,94.0,0.23,0.99686,0.076,7.9,3.21,23.0,2.3
6,9.8,0.54,0.57,9.0,0.21,0.99458,0.069,7.7,3.16,4.0,1.5
7,11.2,0.54,0.34,10.0,0.36,0.99419,0.065,7.9,3.27,5.0,1.9
8,11.7,0.69,0.42,12.0,0.39,0.99516,0.068,8.6,3.35,6.0,1.8
5,9.4,0.55,0.74,76.0,0.19,0.99878,0.111,9.9,3.14,33.0,5.8
7,11.0,0.85,0.36,44.0,0.46,0.99534,0.074,7.2,3.4,24.0,2.1
7,11.0,0.85,0.36,44.0,0.46,0.99534,0.074,7.2,3.4,24.0,2.1
5,10.0,0.94,0.72,52.0,0.55,0.99752,0.136,9.9,3.35,24.0,1.7
7,11.0,0.85,0.36,44.0,0.46,0.99534,0.074,7.2,3.4,24.0,2.1
7,11.2,0.87,0.39,24.0,0.43,0.99428,0.071,6.2,3.45,14.0,2.0
6,10.4,0.62,0.65,15.0,0.02,0.99498,0.078,6.8,3.35,8.0,2.1
6,10.4,0.62,0.65,15.0,0.02,0.99498,0.078,6.8,3.35,8.0,2.1
6,10.4,0.48,0.33,9.0,0.46,0.99628,0.081,10.2,3.1,6.0,1.9
6,9.5,0.69,0.57,79.0,0.31,0.99677,0.079,7.9,3.29,10.0,2.0
6,10.9,0.83,0.39,50.0,0.4,0.99478,0.044,9.0,3.2,25.0,1.3
6,11.5,0.77,0.32,44.0,0.52,0.99734,0.132,10.9,3.28,17.0,1.8
6,11.5,0.77,0.32,44.0,0.52,0.99734,0.132,10.9,3.28,17.0,1.8
6,10.3,0.82,0.39,20.0,0.49,0.9992,0.08,12.6,3.07,8.0,2.5
5,9.4,0.51,0.46,77.0,0.23,0.99922,0.091,9.2,3.15,18.0,2.6
5,9.2,0.47,0.58,46.0,0.03,0.99592,0.08,7.5,3.02,27.0,4.1
5,9.6,0.72,0.58,21.0,0.25,0.99769,0.104,9.0,3.27,8.0,2.0
7,13.6,0.73,0.42,88.0,0.0,0.99157,0.044,5.1,3.68,18.0,1.8
5,9.5,0.64,0.43,66.0,0.29,0.99718,0.075,7.6,3.4,19.0,2.1
6,11.8,0.78,0.18,58.0,0.34,0.9947,0.066,7.7,3.37,15.0,2.7
5,10.8,0.62,0.815,90.0,0.01,0.99621,0.074,7.8,3.38,48.0,2.6
5,9.5,0.64,0.43,66.0,0.29,0.99718,0.075,7.6,3.4,19.0,2.1
6,12.8,0.4,0.75,18.0,0.01,0.99242,0.059,7.1,3.39,11.0,2.2
6,9.4,0.64,0.55,17.0,0.0,0.99659,0.07,7.8,3.26,7.0,1.7
6,12.8,0.4,0.75,18.0,0.01,0.99242,0.059,7.1,3.39,11.0,2.2
4,9.6,0.46,0.73,24.0,0.0,0.99798,0.081,8.1,3.38,12.0,2.5
4,11.8,0.56,0.67,20.0,0.0,0.99488,0.057,6.5,3.45,11.0,4.3
5,9.3,0.4,0.61,60.0,0.2,0.99494,0.076,7.5,3.1,36.0,1.7
5,9.5,0.62,0.56,86.0,0.22,0.9983,0.082,8.3,3.37,10.0,2.4
5,10.5,0.68,0.55,34.0,0.19,0.99655,0.082,7.4,3.49,15.0,1.8
5,10.0,0.48,0.74,48.0,0.07,0.99502,0.086,7.4,3.12,15.0,1.7
6,10.9,0.61,0.6,37.0,0.01,0.99514,0.079,7.1,3.4,24.0,2.3
5,9.8,0.59,0.58,60.0,0.14,0.9963,0.077,7.5,3.28,27.0,2.2
5,9.8,0.58,0.72,14.0,0.0,0.99627,0.123,7.1,3.45,6.0,1.8
5,9.5,0.58,0.66,13.0,0.0,0.99569,0.096,7.9,3.43,6.0,1.4
5,10.9,0.69,0.7,35.0,0.06,0.99628,0.079,7.8,3.4,20.0,1.9
5,9.2,0.42,0.59,60.0,0.22,0.99499,0.082,7.5,3.1,43.0,1.8
6,11.0,0.7,0.58,69.0,0.28,0.99633,0.085,7.0,3.32,12.0,4.8
6,11.3,0.63,0.64,33.0,0.0,0.99538,0.123,6.8,3.44,15.0,2.7
5,9.3,1.15,0.635,56.0,0.68,0.99632,0.403,8.6,3.02,19.0,1.8
4,11.2,0.55,1.02,24.0,0.0,0.99437,0.083,6.3,3.59,17.0,2.0
5,9.8,0.58,0.45,66.0,0.38,0.99726,0.081,9.8,3.15,34.0,2.5
6,11.8,0.72,0.37,51.0,0.32,0.99456,0.066,8.5,3.38,26.0,1.8
6,10.3,0.6,0.57,36.0,0.05,0.99564,0.081,7.2,3.38,16.0,2.3
6,10.3,0.6,0.57,36.0,0.05,0.99564,0.081,7.2,3.38,16.0,2.3
6,11.4,0.87,0.43,19.0,0.5,0.996,0.068,10.4,3.1,13.0,2.3
6,9.5,0.55,0.41,51.0,0.31,0.99668,0.079,6.9,3.47,21.0,2.0
6,14.0,0.75,0.38,60.0,0.01,0.99084,0.048,5.0,3.7,26.0,1.6
6,11.7,0.57,0.44,64.0,0.2,0.9935,0.049,7.3,3.38,24.0,1.6
5,11.2,0.53,0.46,44.0,0.0,0.99385,0.077,5.9,3.5,25.0,1.9
5,9.3,0.43,0.58,44.0,0.2,0.99494,0.073,7.5,3.1,34.0,2.0
6,11.2,0.53,0.58,36.0,0.13,0.9944,0.102,7.8,3.24,17.0,2.1
6,9.5,0.54,0.715,81.0,0.22,0.99688,0.075,8.0,3.24,13.0,2.3
4,12.0,0.56,0.4,10.0,0.4,0.99566,0.05,8.5,3.28,3.0,6.3
6,9.7,0.6,0.69,10.0,0.0,0.99636,0.114,7.0,3.35,3.0,1.9
6,9.5,0.54,0.715,81.0,0.22,0.99688,0.075,8.0,3.24,13.0,2.3
7,11.5,0.57,0.3,9.0,0.39,0.9948,0.062,9.8,3.14,3.0,1.7
6,10.4,0.64,0.46,54.0,0.2,0.9956,0.077,7.1,3.37,28.0,1.9
6,10.4,0.64,0.46,54.0,0.2,0.9956,0.077,7.1,3.37,28.0,1.9
6,10.9,0.68,0.765,22.0,0.0,0.99619,0.084,7.9,3.33,9.0,2.0
6,10.2,0.63,0.63,69.0,0.28,0.99734,0.096,8.7,3.26,17.0,2.7
5,10.9,0.56,0.42,36.0,0.19,0.99476,0.071,7.0,3.39,18.0,2.3
5,10.5,0.57,0.37,47.0,0.5,0.99734,0.09,11.3,3.15,20.0,1.8
